date,open,high,low,close,volume,adjclose,dividends,splits
2020-11-11,7850.0,7875.0,7750.0,7750.0,22515700,6513.94775390625,0.0,0.0
2020-11-12,7750.0,7825.0,7750.0,7800.0,11094800,6555.97314453125,0.0,0.0
2020-11-13,7825.0,7875.0,7750.0,7750.0,6119200,6513.94775390625,0.0,0.0
2020-11-16,7800.0,7850.0,7700.0,7725.0,14162300,6492.93505859375,0.0,0.0
2020-11-17,7725.0,7800.0,7725.0,7775.0,16284000,6534.96044921875,0.0,0.0
2020-11-18,7800.0,7900.0,7800.0,7800.0,20505800,6555.97314453125,0.0,0.0
2020-11-19,7800.0,7850.0,7750.0,7775.0,12509800,6534.96044921875,0.0,0.0
2020-11-20,7775.0,7825.0,7725.0,7725.0,11720600,6492.93505859375,0.0,0.0
2020-11-23,7800.0,7875.0,7750.0,7825.0,13048300,6576.98583984375,0.0,0.0
2020-11-24,7850.0,7900.0,7850.0,7850.0,13733400,6597.99853515625,0.0,0.0
2020-11-25,7850.0,7900.0,7725.0,7725.0,20714100,6492.93505859375,0.0,0.0
2020-11-26,7750.0,7800.0,7750.0,7750.0,9155400,6513.94775390625,0.0,0.0
2020-11-27,7750.0,7800.0,7725.0,7750.0,17354300,6513.94775390625,0.0,0.0
2020-11-30,7750.0,7800.0,7675.0,7725.0,43997600,6492.93505859375,0.0,0.0
2020-12-01,7650.0,7750.0,7650.0,7700.0,15747200,6545.640625,87.0,0.0
2020-12-02,7725.0,7725.0,7625.0,7650.0,23596500,6503.1357421875,0.0,0.0
2020-12-03,7650.0,7675.0,7525.0,7550.0,30312300,6418.12744140625,0.0,0.0
2020-12-04,7575.0,7650.0,7575.0,7600.0,10334600,6460.63232421875,0.0,0.0
2020-12-07,7625.0,7750.0,7625.0,7675.0,18574500,6524.3876953125,0.0,0.0
2020-12-08,7700.0,7800.0,7600.0,7625.0,21827800,6481.88427734375,0.0,0.0
2020-12-10,7675.0,7725.0,7550.0,7550.0,19499000,6418.12744140625,0.0,0.0
2020-12-11,7575.0,7600.0,7450.0,7475.0,18572300,6354.37158203125,0.0,0.0
2020-12-14,7500.0,7550.0,7475.0,7500.0,14561300,6375.62353515625,0.0,0.0
2020-12-15,7500.0,7550.0,7450.0,7475.0,11350700,6354.37158203125,0.0,0.0
2020-12-16,7500.0,7575.0,7475.0,7500.0,14947200,6375.62353515625,0.0,0.0
2020-12-17,7500.0,7550.0,7425.0,7425.0,19682500,6311.8671875,0.0,0.0
2020-12-18,7425.0,7675.0,7425.0,7600.0,35360700,6460.63232421875,0.0,0.0
2020-12-21,7600.0,7700.0,7600.0,7625.0,20648100,6481.88427734375,0.0,0.0
2020-12-22,7625.0,7650.0,7450.0,7475.0,13101600,6354.37158203125,0.0,0.0
2020-12-23,7550.0,7550.0,7300.0,7425.0,13560700,6311.8671875,0.0,0.0
2020-12-28,7500.0,7500.0,7375.0,7450.0,8543700,6333.11865234375,0.0,0.0
2020-12-29,7450.0,7475.0,7350.0,7350.0,8044100,6248.11083984375,0.0,0.0
2020-12-30,7450.0,7550.0,7350.0,7350.0,11852400,6248.11083984375,0.0,0.0
2021-01-04,7450.0,7500.0,7350.0,7475.0,8203000,6354.37158203125,0.0,0.0
2021-01-05,7475.0,7500.0,7375.0,7375.0,11869900,6269.36279296875,0.0,0.0
2021-01-06,7375.0,7400.0,7175.0,7200.0,24431200,6120.5986328125,0.0,0.0
2021-01-07,7200.0,7250.0,7125.0,7200.0,14692600,6120.5986328125,0.0,0.0
